table_schema,table_name,ordinal_position,column_name,data_type,is_nullable,column_default
public,wingman_intake_logs,7,ai_state,text,YES,NULL
public,wingman_intake_logs,8,ai_confidence,numeric,YES,NULL
public,wingman_intake_logs,9,place_found,boolean,YES,NULL
public,wingman_intake_logs,10,place_name,text,YES,NULL
public,wingman_intake_logs,11,place_address,text,YES,NULL
public,wingman_intake_logs,12,place_lat,numeric,YES,NULL
public,wingman_intake_logs,13,place_lng,numeric,YES,NULL
public,wingman_intake_logs,14,wings_probability,numeric,YES,NULL
public,wingman_intake_logs,15,wings_confidence,text,YES,NULL
public,wingman_intake_logs,16,decision,text,NO,NULL
public,wingman_intake_logs,17,decision_reason,text,YES,NULL
public,wingman_intake_logs,18,destination_id,uuid,YES,NULL
public,wingman_intake_logs,19,suggestion_id,uuid,YES,NULL
public,wingman_intake_logs,20,ai_raw_response,jsonb,YES,NULL
public,wingman_intake_logs,21,place_raw_response,jsonb,YES,NULL
public,wingman_intake_logs,22,created_at,timestamp with time zone,NO,now()
public,wingman_intake_logs,23,restaurant_name,text,YES,NULL
public,wingman_intake_logs,24,city_input,text,YES,NULL
public,wingman_intake_logs,25,extra_info,text,YES,NULL
public,xp_ledger,1,id,uuid,NO,gen_random_uuid()
public,xp_ledger,2,user_id,uuid,NO,NULL
public,xp_ledger,3,amount,integer,NO,NULL
public,xp_ledger,4,source,text,NO,NULL
public,xp_ledger,5,reason,text,YES,NULL
public,xp_ledger,6,idempotency_key,text,NO,NULL
public,xp_ledger,7,destination_id,uuid,YES,NULL
public,xp_ledger,8,crawl_id,uuid,YES,NULL
public,xp_ledger,9,route_id,uuid,YES,NULL
public,xp_ledger,10,badge_id,bigint,YES,NULL
public,xp_ledger,11,battle_id,bigint,YES,NULL
public,xp_ledger,12,challenge_id,uuid,YES,NULL
public,xp_ledger,13,referral_id,uuid,YES,NULL
public,xp_ledger,14,level_before,integer,YES,NULL
public,xp_ledger,15,level_after,integer,YES,NULL
public,xp_ledger,16,xp_before,integer,NO,NULL
public,xp_ledger,17,xp_after,integer,NO,NULL
public,xp_ledger,18,metadata,jsonb,NO,'{}'::jsonb
public,xp_ledger,19,created_at,timestamp with time zone,NO,now()
